"University","PMCID","PMID","DOI","Publisher","Journal title","ISSN","Article title","Total cost of Article Processing Charge (APC), in £","Amount of APC charged to Wellcome OA grant, in £ (see comment)","VAT charged","COST (£)","Wellcome grant","Licence info","Notes","Fulltext in EPMC?","XML Fulltext?","AAM?","Open Access?","Licence","Licence Source","Journal Type","Correct Article Confidence","Standard Compliance?","Deluxe Compliance?","Compliance Processing Ouptut",
,"PMC3441120",22736029,"10.1093/hmg/dds244","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","G2019S leucine-rich repeat kinase 2 causes uncoupling protein-mediated mitochondrial depolarization",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3441120 to PMC3441120

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/dds244 to 10.1093/hmg/dds244

[2016-05-20T11:50:51Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:51Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:51Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/2.5/ which gives us licence type cc-by-nc

[2016-05-20T11:50:51Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3596848",23307926,"10.1093/hmg/dds551","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","A genome-wide association study of early menopause and the combined impact of identified",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3596848 to PMC3596848

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/dds551 to 10.1093/hmg/dds551

[2016-05-20T11:50:52Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:52Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:52Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:50:52Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid",
,"PMC3674800",23459933,"10.1093/hmg/ddt017","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","Trans-splicing correction of tau isoform imbalance in a mouse model of tau mis-splicing",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3674800 to PMC3674800

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddt017 to 10.1093/hmg/ddt017

[2016-05-20T11:50:52Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:52Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:52Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:50:52Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid",
,"PMC3674807",23474818,"10.1093/hmg/ddt117","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","ALS mutant FUS disrupts nuclear localisation and sequesters wild-type FUS within cytoplasmic stress granules",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3674807 to PMC3674807

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddt117 to 10.1093/hmg/ddt117

[2016-05-20T11:50:53Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:53Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:53Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:50:53Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid",
,"PMC3613160",23349361,"10.1093/hmg/ddr509","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","Protein profiles in Tc1 mice implicate novel pathway perturbations in the Down syndrome brain",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3613160 to PMC3613160

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddr509 to 10.1093/hmg/ddr509

[2016-05-20T11:50:53Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:53Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:53Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:50:53Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3406756",22595971,"10.1093/hmg/ddt108","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","Vitmain D Receptor Binding, Chromatin States and Association with Multiple Sclerosis",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3406756 to PMC3406756

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddt108 to 10.1093/hmg/ddt108

[2016-05-20T11:50:54Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:54Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:54Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/2.5/ which gives us licence type cc-by-nc

[2016-05-20T11:50:54Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid",
,"PMC3690967",23528559,"10.1093/hmg/ddt383","Oxford University Press","Human Molecular Genetics","0964-6906, 1460-2083","DNA polymerase {varepsilon} and o exonuclease domain mutations in endometrial cancer.",,,,,,,,"True","True","False","True","cc-by-nc","epmc_xml","hybrid",1,"False","False","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3690967 to PMC3690967

[2016-05-20T11:39:57Z importer] normalised DOI 10.1093/hmg/ddt383 to 10.1093/hmg/ddt383

[2016-05-20T11:50:54Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:54Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:54Z processor] Fulltext XML specifies licence url as http://creativecommons.org/licenses/by-nc/3.0/ which gives us licence type cc-by-nc

[2016-05-20T11:50:54Z processor] Journal with ISSN 0964-6906,1460-2083 was not found in DOAJ; assuming Hybrid

[2016-05-20T11:56:55Z processor] This record's DOI is a duplicate of another in the same upload.  Compliance results should therefore be reviewed carefully, in case this indicates an erroneous set of identifiers",
,"PMC3749955",23990786,"10.1371/journal.ppat.1003566","PLOS","PLOS Pathogens","1553-7366, 1553-7374","Determinants of GPI-PLC localisation to the flagellum, and access to GPI-anchored substrates in trypanosomes",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3749955 to PMC3749955

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003566 to 10.1371/journal.ppat.1003566

[2016-05-20T11:50:55Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:55Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:55Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:55Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3585151",23468625,"10.1371/journal.ppat.1003183","PLOS","PLOS Pathogens","1553-7366, 1553-7374","Poxvirus targeting of E3 ligase Beta-TrCP by molecular mimicry: A mechanism to inhibit Nf-?B activation",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3585151 to PMC3585151

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003183 to 10.1371/journal.ppat.1003183

[2016-05-20T11:50:55Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:55Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:55Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:55Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3591302",23505371,"10.1371/journal.ppat.1003213","PLOS","PLOS Pathogens","1553-7366, 1553-7374","An over expression screen of Toxoplasma Gondii Rab-GTPases reveals distinct transport routes to the micronemes",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3591302 to PMC3591302

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003213 to 10.1371/journal.ppat.1003213

[2016-05-20T11:50:56Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:56Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:56Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:56Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3731244",23935498,"10.1371/journal.ppat.1003520","PLOS","PLOS Pathogens","1553-7366, 1553-7374","An anti-human ICAM-1 antibody inhibits rhinovirus-induced exacerbations of lung inflammation",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3731244 to PMC3731244

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003520 to 10.1371/journal.ppat.1003520

[2016-05-20T11:50:56Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:56Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:56Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:56Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3656102",23696739,"10.1371/journal.ppat.1003374","PLOS","PLOS Pathogens","1553-7366, 1553-7374","Orthobunyavirus Ultrastructure and the Curious Tripodal Glycoprotein Spike.",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3656102 to PMC3656102

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003374 to 10.1371/journal.ppat.1003374

[2016-05-20T11:50:56Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:56Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:56Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:57Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3789764",24098118,"10.1371/journal.ppat.1003649","PLOS","PLOS Pathogens","1553-7366, 1553-7374","A mechanism for inhibition of DNA-PK-mediated DNA sensing by a virus",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3789764 to PMC3789764

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003649 to 10.1371/journal.ppat.1003649

[2016-05-20T11:50:57Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:57Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:57Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:57Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3708902",23853603,"10.1371/journal.ppat.1003502","PLOS","PLOS Pathogens","1553-7366, 1553-7374","Mosaic VSG's and the sclae of Trypanosoma brucei antigenic variation",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3708902 to PMC3708902

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003502 to 10.1371/journal.ppat.1003502

[2016-05-20T11:50:57Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:57Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:57Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:57Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3789759",24098129,"10.1371/journal.ppat.1003686","PLOS","PLOS Pathogens","1553-7366, 1553-7374","The TgsGP gene is essential for resisteance to human serum in Trypanosoma brucei gambiense",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3789759 to PMC3789759

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003686 to 10.1371/journal.ppat.1003686

[2016-05-20T11:50:58Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:58Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:58Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:58Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3585132",23468629,"10.1371/journal.ppat.1003191","PLOS","PLOS Pathogens","1553-7366, 1553-7374","The plasmodium berghei Ca2+/H+Exchanger, PbCAX, is essential for tolerance to environmental CA2+ DU",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3585132 to PMC3585132

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003191 to 10.1371/journal.ppat.1003191

[2016-05-20T11:50:58Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:58Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:58Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:58Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3192839",22022261,"10.1371/journal.ppat.1002270","PLOS","PLOS Pathogens","1553-7366, 1553-7374","KIR2DL2 enhances protective and detrimental HLA class I-mediated immunity in chronic viral infection",,,,,,,,"True","True","False","True","cc0","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3192839 to PMC3192839

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1002270 to 10.1371/journal.ppat.1002270

[2016-05-20T11:50:59Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:59Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:59Z processor] Fulltext XML copyright statement contains the licence text CC0 which gives us licence type cc0

[2016-05-20T11:50:59Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
,"PMC3764210",24039584,"10.1371/journal.ppat.1003623","PLOS","PLOS Pathogens","1553-7366, 1553-7374","The CLIP-domain serine protease homolog SPCLIP1 regulates complement recruitment to microbial surfaces in the malaria mosquito Anopheles gambiae",,,,,,,,"True","True","False","True","cc-by","epmc_xml","oa",1,"True","True","[2016-05-20T11:39:57Z importer] normalised PMCID PMC3764210 to PMC3764210

[2016-05-20T11:39:57Z importer] normalised DOI 10.1371/journal.ppat.1003623 to 10.1371/journal.ppat.1003623

[2016-05-20T11:50:59Z processor] Found fulltext XML in EPMC

[2016-05-20T11:50:59Z processor] AAM status set from Fulltext XML

[2016-05-20T11:50:59Z processor] Fulltext XML licence description contains the licence text Creative Commons Attribution which gives us licence type cc-by

[2016-05-20T11:50:59Z processor] Journal with ISSN 1553-7366,1553-7374 was found in DOAJ; assuming OA",
