Row #,apc_2012_2013_results.csv PMCID,processed_apc_2012_2013.csv PMCID,apc_2012_2013_results.csv PMID,processed_apc_2012_2013.csv PMID,apc_2012_2013_results.csv DOI,processed_apc_2012_2013.csv DOI,apc_2012_2013_results.csv Article title,processed_apc_2012_2013.csv Article title
1790,PMC3865968,PMC3599165,24069913,23435644,10.1017/mdh.2013.63,10.1007/s00240-013-0546-y,International health and the limits of its global influence: Bhutan and the worldwide smallpox eradication,Accuracy of urine pH testing in a regional metabolic renal clinic: is the dipstick accurate enough?
1791,unknown,PMC3613944,unknown,22519913,unknown,10.1080/09540121.2012.668166,The role of verbal and nonverbal memory in the Family Pictures Subtest: Data from children with specific language impairment,"Burden of HIV among primary school children and feasibility of primary school-linked HIV testing in Harare, Zimbabwe."
1792,unknown,PMC3687248,unknown,23745635,unknown,10.1080/09540121.2012.748171,"We Cannot Be Greek Now: Age Difference, Corruption of Youth and the Making of Sexual Inversion",WORLDBANK Special Issue: Evidence for a contribution of the Community Response to HIV decline in eastern Zimbabwe?
1793,PMC3534410,PMC3590645,21797722,22624868,10.1080/13557858.2010.541903,10.1080/09540121.2012.687812,All her children are born that way': gendered experiences of stigma in families affected by sickle cell disorder in rural Kenya.,Asset ownership among households caring for orphans and vulnerable children in rural Zimbabwe: The influence of ownership on children's health and social vulnerabilities
1794,unknown,PMC3613944,unknown,22519913,unknown,10.1080/09540121.2012.687812,Obscurity and gender resistance in Patricia Duncker's James Miranda Barry,"Barriers to involvement of men in ANC and VCT in Khayelitsha, South Africa."
1795,unknown,PMC3687248,unknown,23745635,unknown,10.1080/09540121.2012.748171,"Parenthood, child-rearing and fertility in England, 1850-1914","The ""difficult patient"" conundrum in sickle cell disease in Kenya: complex sociopolitical problems need wide multidimensional solutions."
1796,PMC3729250,PMC3590646,23914253,23486311,10.1080/17530350.2011.535335,10.1080/21507740.2012.740141,Transport to where? Reflections on the problem of value and time .,Just How Cognitive is 'Cognitive Enhancement'? On the Significance of Emotions in University Students' Experiences with Study Drugs
1797,PMC3836354,PMC3783897,24273593,,10.1080/17458080.2012.740640,10.1080/21507740.2012.740141,Application of Nanotechnology to Control Bacterial Adhesion and Patterning on Material Surfaces,"Systems, and How Linnaeus Looked At Them in Retrospect"
1798,unknown,PMC4214402,unknown,25400300,unknown,10.1080/0067270X.2013.843258,Precarious projects conversions of biomedical knowledge in an East African city.,Jebel Moya (Sudan): new dates from a mortuary complex at the southern Meroitic frontier
1799,PMC3884772,PMC3865968,23696415,24069913,10.1002/humu.22358,10.1017/mdh.2013.63,Walking or Waiting? Topologies of the Breeding Ground in Malaria Control,"Go back to the land! Negotiating space, framing governmentality in Lambwe Valley, Kenya 195475"
1800,unknown,PMC3827667,unknown,23078276,unknown,10.1080/09297049.2012.734294,"Quinine, Mosquitoes and Empire: Reassembling Malaria in British India",The role of verbal and nonverbal memory in the Family Pictures Subtest: Data from children with specific language impairment
1801,unknown,PMC4214388,unknown,25400291,unknown,10.1080/0013838x.2012.760255,Metagenomic study of the viruses of African straw-coloured fruit bats: detection of a chiropteran poxvirus and isolation of a novel adenovirus,"We Cannot Be Greek Now: Age Difference, Corruption of Youth and the Making of Sexual Inversion"
1802,PMC3677134,PMC3534410,23772204,21797722,10.3389/fnins.2013.00095,10.1080/13557858.2010.541903,"Quantitative multiparameter mapping of R1, PD*, MT and R2* at 3T: a multicenter validation",All her children are born that way': gendered experiences of stigma in families affected by sickle cell disorder in rural Kenya.
1803,PMC3696884,PMC4214389,23847615,25400502,10.3389/fimmu.2013.00172,10.1080/13825577.2012.735410,Re-directing CD4+ T cell responses with the flanking residues of MHC class II-bound peptides: the core is not enough,Obscurity and gender resistance in Patricia Duncker's James Miranda Barry
1804,PMC3693486,PMC3865739,23805144,24357919,10.3389/fimmu.2013.00168,10.1080/1081602x.2013.795491,Increased peptide contacts govern high affinity binding of a Modified TCR whilst maintaining a native pMHC docking mode,"Parenthood, child-rearing and fertility in England, 1850-1914"
1805,PMC3557415,PMC3729250,23372562,23914253,10.3389/fpsyg.2013.00023,10.1080/17530350.2011.535335,Attribution of intentional causation influences the perception of observed movements: behavioural evidence and neural correlates,Transport to where? Reflections on the problem of value and time .
1806,PMC3567503,PMC3836354,23404466,24273593,10.3389/fendo.2013.00009,10.1080/17458080.2012.740640,The melanocortin receptors and their accessory protreins,Application of Nanotechnology to Control Bacterial Adhesion and Patterning on Material Surfaces
1807,PMC3564010,PMC3919258,23386834,24383753,10.3389/fphys.2013.00013,10.1080/01459740.2013.833918,Exposure to acetylcholinesterase inhibitors alters the physiology and motor function on honeybees,Precarious projects conversions of biomedical knowledge in an East African city.
1808,PMC3509734,PMC3884772,23132247,23696415,10.1242/dev.081885,10.1002/humu.22358,Dishevelled limits Notch signalling through inhibition of CSL,Walking or Waiting? Topologies of the Breeding Ground in Malaria Control
1809,PMC3621487,PMC3991314,23487316,24765235,10.1242/dev.089656,10.1080/19472498.2012.750457,A Cul-3-BTB ubiquitylation pathway regulates junctional levels and asymmetry of core planar polarity proteins,"Quinine, Mosquitoes and Empire: Reassembling Malaria in British India"
1810,PMC3152927,PMC3667569,21828096,23562481,10.1242/dev.063362,10.1016/j.virol.2013.03.014,VEGF signalling controls GnRH neuron survival via NRP1 independently of KDR and blood vessels,Metagenomic study of the viruses of African straw-coloured fruit bats: detection of a chiropteran poxvirus and isolation of a novel adenovirus
1811,PMC3640218,PMC3677134,23633509,23772204,10.1242/dev.085266,10.3389/fnins.2013.00095,ProNGF promotes neurite growth from a subset of NGF-dependent neurons by a p75NTR-dependent mechanism,"Quantitative multiparameter mapping of R1, PD*, MT and R2* at 3T: a multicenter validation"
1812,PMC3583043,PMC3696884,23404106,23847615,10.1242/dev.085720,10.3389/fimmu.2013.00172,The transcriptional co-factor RIP140 regulates mammary gland development by promoting the generation of key mitogenic signals.,Re-directing CD4+ T cell responses with the flanking residues of MHC class II-bound peptides: the core is not enough
1813,PMC3699283,PMC3693486,23760952,23805144,10.1242/dev.091173,10.3389/fimmu.2013.00168,Syndecan 4 interacts genetically with Vangl2 to regulate neural tube closure and planar cell polarity,Increased peptide contacts govern high affinity binding of a Modified TCR whilst maintaining a native pMHC docking mode
1814,PMC3737725,PMC3557415,23900546,23372562,10.1242/dev.094011,10.3389/fpsyg.2013.00023,The Nm23-H1/H2 homolog NDK-1 is required for full activation of Ras signaling in C. elegans,Attribution of intentional causation influences the perception of observed movements: behavioural evidence and neural correlates
1815,unknown,PMC3567503,unknown,23404466,unknown,10.3389/fendo.2013.00009,Cell and tissue dynamics during Tribolium castaneum embryogenesis revealed by versatile fluorescence labeling approaches,The melanocortin receptors and their accessory protreins
1816,PMC3591252,PMC3564010,23376730,23386834,10.1016/j.healthplace.2012.11.008,10.3389/fphys.2013.00013,Is the environmental setting associated with the intensity and duration of children’s physical activity? Findings from the SPEEDY GPS study,Exposure to acetylcholinesterase inhibitors alters the physiology and motor function on honeybees
1817,PMC3603409,PMC3509734,23519094,23132247,10.1242/bio.20133202,10.1242/dev.081885,Limk2 mediates semaphorin signalling in cortical interneurons migrating through the subpallium,Dishevelled limits Notch signalling through inhibition of CSL
1818,PMC3597032,PMC3621487,23104990,23487316,10.1242/dmm.010371,10.1242/bio.20135249,Inflammation drives wound hyperpigmentation in zebrafish by recruiting pigment cells to sites of tissue damage,A Cul-3-BTB ubiquitylation pathway regulates junctional levels and asymmetry of core planar polarity proteins
1819,PMC3820264,PMC3152927,24046357,21828096,10.1242/dmm.013342,10.1242/dev.063362,A novel transgenic mouse model of growth plate dysplasia reveals that decreased chondrocyte proliferation due to chronic ER stress is a key factor in reduced bone growth,VEGF signalling controls GnRH neuron survival via NRP1 independently of KDR and blood vessels
1820,PMC3533396,PMC3640218,22899713,23633509,10.1242/jcs.111534,10.1242/dev.085266,PKA isoforms coordinate mRNA fate during nutrient starvation,ProNGF promotes neurite growth from a subset of NGF-dependent neurons by a p75NTR-dependent mechanism
1821,PMC3613178,PMC3583043,23230148,23404106,10.1242/jcs.111773,10.1242/dev.085720,Positional editing of transmembrane domains during ion channel assembly,The transcriptional co-factor RIP140 regulates mammary gland development by promoting the generation of key mitogenic signals.
1822,PMC3613179,PMC3699283,23203805,23760952,10.1242/jcs.112151,10.1242/dev.091173,Get3 is a holdase chaperone and moves to deposition sites for aggregated proteins when membrane targeting is blocked,Syndecan 4 interacts genetically with Vangl2 to regulate neural tube closure and planar cell polarity
1823,unknown,PMC3737725,unknown,23900546,unknown,10.1242/dev.094011,Cell wall stress induces alternative fungal cytokinesis and septation strategies,The Nm23-H1/H2 homolog NDK-1 is required for full activation of Ras signaling in C. elegans
1824,PMC3757329,,23843614,,10.1242/jcs.125146,,The antagonistic modulation of Arp2/3 activity by N-WASP/WAVE2 and PICK1 defines dynamic changes in astrocyte morphology,Cell and tissue dynamics during Tribolium castaneum embryogenesis revealed by versatile fluorescence labeling approaches
1825,PMC3672941,PMC3591252,23524999,23376730,10.1242/jcs.126011,10.1016/j.healthplace.2012.11.008,A short bifunctional element operates to positively or negatively regulate ESAG9 expression in different developmental forms of Trypanosoma brucei,Eph/Ephrin signalling maintains the segregation of eye field cells from adjacent neural plate territories during forebrain morphogenesis
1826,PMC3730248,PMC3603409,23704353,23519094,10.1242/jcs.129700,10.1242/bio.20133202,A dual role for the βPS integrin myospheroid in mediating Drosophila embryonic macrophage migration.,Limk2 mediates semaphorin signalling in cortical interneurons migrating through the subpallium
1827,PMC3828593,PMC3597032,24046445,23104990,10.1242/jcs.133231,10.1242/dmm.010371,A new kind of membrane-tethered eukaryotic transcription factor that shares an auto-proteolytic processing mechanism with bacteriophage tail-spike proteins,Inflammation drives wound hyperpigmentation in zebrafish by recruiting pigment cells to sites of tissue damage
1828,PMC3630358,PMC3820264,23511972,24046357,10.1038/emboj.2013.58,10.1242/dmm.013342,Structure of a bacterial type IV secretion core complex at subnanometer resolution,A novel transgenic mouse model of growth plate dysplasia reveals that decreased chondrocyte proliferation due to chronic ER stress is a key factor in reduced bone growth
1829,PMC3568261,PMC3533396,23070543,22899713,10.1210/en.2012-1508,10.1242/jcs.111534,"The programming of cardiac hypertrophy in the offspring by maternal obesity is associated with hyperinsulinemia, AKT, ERK and mTOR activation",PKA isoforms coordinate mRNA fate during nutrient starvation
1830,PMC3724960,PMC3613178,23254194,23230148,10.1210/en.2012-1913,10.1242/jcs.111773,Gastric expression of plasminogen activator inhibitor (PAI)-1 is associated with hyperphagia and obesity in mice,Positional editing of transmembrane domains during ion channel assembly
1831,PMC3544356,PMC3613179,23117930,23203805,10.1210/en.2012-1393,10.1242/jcs.112151,Short-term pharmacological suppression of the hyperprolactinemia of infertile hCG overproducing female mice persistently restores their fertility,Get3 is a holdase chaperone and moves to deposition sites for aggregated proteins when membrane targeting is blocked
1832,PMC3507354,PMC3687699,22869346,23606739,10.1210/en.2012-1282,10.1242/jcs.118885,Neurochemical characterization of body weight-regulating leptin receptor neurons in the nucleus of the solitary tract,Cell wall stress induces alternative fungal cytokinesis and septation strategies
1833,PMC3651585,PMC3757329,23337727,23843614,10.1210/jc.2012-3343,10.1242/jcs.125146,Genotype and phenotype correlation,The antagonistic modulation of Arp2/3 activity by N-WASP/WAVE2 and PICK1 defines dynamic changes in astrocyte morphology
1834,PMC3784648,PMC3672941,23846817,23524999,10.1210/jc.2013-1865,10.1242/jcs.126011,Metformin inhibits FSH action in human granulosa cells: relevance to polycystic ovary syndrome,A short bifunctional element operates to positively or negatively regulate ESAG9 expression in different developmental forms of Trypanosoma brucei
1835,PMC3708033,PMC3730248,23526466,23704353,10.1210/jc.2012-3467,10.1242/jcs.129700,Structural pituitary abnormalities associated with CHARGE syndrome,A dual role for the βPS integrin myospheroid in mediating Drosophila embryonic macrophage migration.
